spotify_primary_artist_name,musicbrainz_artist_gender
Big Gipp,male
Sylvester,male
Neal E. Boyd,male
The Prize Fighter Inferno,male
RAYE,female
Geddy Lee,male
Guy Clark,male
G-Mo Skee,male
Nahko,male
B.W. Stevenson,male
Brendan Benson,male
Young Bleed,male
J-Shin,male
John Kay,male
Big Kuntry King,male
Cyndi Thomson,female
Bounty Killer,male
Ol' Dirty Bastard,male
Bernard Wright,male
Alec Benjamin,male
Wayne Shorter,male
Nathan East,male
Olly Murs,male
Will Hoge,male
Thelma Houston,female
Tommy Walker,male
Freedy Johnston,male
Morgana King,female
Desiigner,male
M,male
Kano,male
Lee Michaels,male
Nick Cannon,male
Nick 13,male
Kix Brooks,male
Nick Mason,male
Deniece Williams,female
Gerry Rafferty,male
Sky Ferreira,female
Nikki Yanofsky,female
Tune-Yards,female
Hozier,male
José James,male
Rick Wakeman,male
Robert Tepper,male
Wayne Wonder,male
Lene Lovich,female
MJG,male
Del The Funky Homosapien,male
Gene Clark,male
Jordan Pruitt,female
Alice Merton,female
Perfume Genius,male
Norma Jean Wright,female
Ben Howard,male
Bea Miller,female
Glen Campbell with Al De Lory,male
Nancy Martinez,female
Michael Monroe,male
Nia Peeples,female
Robert Cray,male
Nio Garcia,male
John Schneider,male
Nick Carter,male
Donna Lewis,female
Doug Martsch,male
Patrice Rushen,female
Lisa Marie Presley,female
Nina Hagen,female
ICE-T,male
Nitro,male
Olga Tañón,female
Blaine Larsen,male
William Patrick Corgan,male
King Biscuit Boy,male
Jim Capaldi,male
Oh Land,female
Wade Hayes,male
Jon Anderson,male
Missy Higgins,female
Peter Furler,male
Crunchy Black,male
Buckwheat Zydeco,male
Gillette,female
Peter Cincotti,male
D.J. Rogers,male
Smoothe Da Hustler,male
Randy Meisner,male
Peter Cetera,male
Susan Raye,female
Mavis Staples,female
Jamie Grace,female
Juliana Hatfield,female
Joshua Radin,male
Sonny James,male
Ronnie Montrose,male
Craig Mack,male
Kilo Ali,male
Jack Bruce,male
Kim Fowley,male
Gino Soccio,male
Jimmy Page,male
Mike Gordon,male
Heather Nova,female
Sharon Needles,female
Dennis Wilson,male
Derez De’Shon,male
Joshua Kadison,male
Panda Bear,male
Carnage,male
Washed Out,male
El Chapo De Sinaloa,male
Cuco,male
Prozak,male
Rupert Holmes,male
Stevie B,male
Nick Swardson,male
Pat McLaughlin,male
Brad Cotter,male
Patty Smyth,female
Professor Griff & L.a.d.,male
Chuck Murphy,male
Ryan Hurd,male
Tim Dog,male
Donna Allen,female
d4vd,male
Peter Criss,male
Cannonball Adderley,male
Phil Stacey,male
Jack Garratt,male
Noel Pointer,male
Domino,female
Edie Brickell,female
Tela,male
"AZ, Freeway",male
Wayne Static,male
Atlanta,female
Pink Sweat$,male
Elvis Crespo,male
Jeff Loomis,male
George Winston,male
Mick Ronson,male
Playboi Willi,male
Timothy B. Schmit,male
Johnny Marr,male
Phil Ochs,male
Martha Davis,female
Dario,male
Rex Orange County,male
Ann Nesby,female
Porter Wagoner,male
Eddy Arnold,male
James Vincent McMorrow,male
Manchild,male
Frankie J,male
Huey Mack,male
Paris Bennett,female
Tommy Bolin,male
Lil Dicky,male
Scott Stapp,male
T Bone Burnett,male
Ken Hensley,male
Phoebe Bridgers,female
Diane Schuur,female
Valerie June,female
Sofia Carson,female
Patra,female
Chaz Jankel,male
R.B. Greaves,male
Ranking Roger,male
Boris Grebenshikov,male
Allen Stone,male
Fannie Flagg,female
Randy Jackson,male
Graciela Beltran,female
Tash,male
Ras Kass,male
Raven-Symoné,female
Manny Manuel,male
Ronnie Dunn,male
Drake Bell,male
Mark Olson,male
Aaron Watson,male
Alejandro Escovedo,male
Terri Lyne Carrington,female
Wayman Tisdale,male
Algebra Blessett,female
Doug Supernaw,male
"Bishop Rudolph McKissick, Jr.",male
Benzino,male
Tyler Farr,male
Snoop Lion,male
RENT Soundtrack,male
Renee Olstead,female
Dave Edmunds,male
Charlie Daniels,male
Isaac Carree,male
Joe Lynn Turner,male
Andrew Lloyd Webber,male
MC Serch,male
B.J. Thomas,male
Ricky Fante,male
Mr. Mike,male
Glen Hansard,male
Doyle Bramhall II,male
Richie Havens,male
Shelly Fairchild,female
William Clark Green,male
Robbie Dupree,male
Chris Mann,male
Commander Cody,male
David Cassidy,male
David Essex,male
George McCrae,male
Mickey Hart,male
Sheila E.,female
Ronan Tynan,male
Danger Mouse,male
Charlie Worsham,male
Jimmy Ruffin,male
Chris Sligh,male
Sam Hunt,male
"Bishop T.D. Jakes, Sr.",male
George Lynch,male
Sarah Dash,female
Sarina Paris,female
"Brian ""Head"" Welch",male
Lou Donaldson,male
Jermaine Stewart,male
Johnny Clegg & Juluka,male
Branford Marsalis,male
JC Chasez,male
Steve Walsh,male
Geri Halliwell,female
Rampage,male
Sean Kingston,male
Brady Seals,male
Rodríguez,male
Nicki French,female
Jennifer Peña,female
Jakob Dylan,male
William Shatner,male
Koe Wetzel,male
J Mascis,male
Tony Thompson,male
John Frusciante,male
Gregory Abbott,male
James Otto,male
Shaquille O'Neal,male
Gary Chapman,male
Terrence Howard,male
Z-Trip,male
Linda Davis,female
Robin S,female
Henry Gross,male
MadeinTYO,male
Waldo De Los Ríos,male
Iris DeMent,female
Kate Taylor,female
D-Shot,male
Positive K,male
Sole,male
Henson Cargill,male
B-Real,male
Schoolly D,male
Lisa Fischer,female
Chet Atkins,male
Dave Matthews,male
Rhett Akins,male
Tony Carey,male
Kreayshawn,female
Big Mike,male
Eddie Levert Sr. & Gerald Levert,male
Carole Bayer Sager,female
Perry Farrell,male
Philip Glass,male
John Fullbright,male
Rusko,male
Taylor Dayne,female
Arthur Conley,male
KeKe Wyatt,female
Nick Lachey,male
Madlib,male
Kid Capri,male
Terry Ellis,female
Drake White,male
Sebastian Mikael,male
Darren Hayes,male
Norman Greenbaum,male
Clay Crosse,male
Adam Sandler,male
Yola,female
Chuck Wicks,male
Raul Midón,male
Joey McIntyre,male
King,male
Syreeta,female
Antônio Carlos Jobim,male
Mac Davis,male
Bob Carlisle,male
Dave Barnes,male
Derek Webb,male
Crystal Waters,female
Fernando Ortega,male
Choppa Style,male
Aqualung,male
Jimmie Vaughan,male
Fiend,male
Joe Strummer,male
Julie Driscoll,female
N.O.R.E.,male
Big Mama Thornton,female
Sunshine Anderson,female
Mike Bloomfield,male
Chris Jasper,male
Ben E. King,male
Eric Heatherly,male
K7,male
Jim Gilstrap,male
Sybil,female
King Sunny Ade,male
Flesh-n-Bone,male
Avicii,male
Lisa Loeb & Nine Stories,female
Jan Akkerman,male
Percy Sledge,male
Sho Baraka,male
Tal Bachman,male
Nicole C. Mullen,female
Robben Ford,male
Tara Kemp,female
Red Sovine,male
Telly Savalas,male
Mindy McCready,female
The Madd Rapper,male
Stanley Turrentine,male
Michael Sweet,male
Terminator X,male
Caleb Johnson,male
Lowell George,male
BANKS,male
VIC MENSA,male
Georgie Fame,male
The Percy Faith Strings,male
Niykee Heaton,female
Bobby Bloom,male
Ugly God,male
Eric Roberson,male
Landon Pigg,male
Tracy Bonham,female
Roger Glover,male
Rich Robinson,male
Robert Johnson,male
Billie Holiday,female
Cheyenne Kimball,female
George Thorogood,male
Jimmie Spheeris,male
Charles Kelley,male
C-Bo,male
Peter Nero,male
9th Wonder,male
Quasimoto,male
Merril Bainbridge,female
Andy Black,male
Woodkid,male
Deborah Silver,female
James Hunter,male
Bat For Lashes,female
Josh Rouse,male
Phil Perry,male
Mick Jenkins,male
Holly Williams,female
Ottmar Liebert,male
Fiona Apple,female
Rob Base,male
Andrae Crouch,male
Elvis Costello And The Brodsky Quartet,male
Karen Beth,female
Havoc,male
Benjamin Orr,male
Jacob Sartorius,male
Kokane,male
John P. Kee,male
"Howlin' Wolf with Steve Winwood: Piano & Organ, Bill Wyman: Bass Guitar, Shaker & Cowbell, Charlie Watts: Drums, Conga & Assorted Percussion",male
Roger,male
Lizz Wright,female
Sarai,female
Gene Autry,male
Wanda Jackson,female
Zion,male
Hugh Masekela,male
RBX,male
Shinehead,male
Regis Philbin,male
Kevin Olusola,male
Bruce Willis,male
Booker T. Jones,male
Slimm Calhoun,male
Rocky Burnette,male
Harvey Mandel,male
Daniel Rodriguez,male
Marc Almond,male
Jeru The Damaja,male
ZZ Ward,female
Nicky Hopkins,male
Earl Scruggs,male
Tego Calderón,male
Hannah Huston,female
Mick Fleetwood,male
Alisan Porter,female
Addison Agen,female
Chris Blue,male
Scott McKenzie,male
Laith Al-Saadi,male
Jesse Larson,male
Brooke Simpson,female
Chloe Kohanski,female
Brynn Cartelli,female
Josh Kaufman,male
Adam Wakefield,male
Craig Wayne Boyd,male
Michelle Chamuel,female
Joshua Davis,male
Chris Jamison,male
Koryn Hawthorne,female
Meghan Linsey,female
Barrett Baber,male
Sundance Head,male
Red Marlow,male
Jeffery Austin,male
Matt McAndrew,male
Emily Ann Roberts,female
Remy Shand,male
Ray Manzarek,male
Duncan Browne,male
Brandon Boyd,male
Doug E. Fresh,male
Buddy Miles,male
Tommy Shane Steiner,male
Morgan Evans,male
D.L. Byron,male
Norman Connors and The Starship Orchestra,male
JVKE,male
Sonya Kitchell,female
Krayzie Bone,male
Jay Ferguson,male
Steve Khan,male
Chuck Ragan,male
Timmy T,male
Cupid,male
Big Bub,male
Jhayco,male
Tom DeLonge,male
D-Nice,male
Pete Seeger,male
Tom Fogerty,male
Sophie B. Hawkins,female
France Joli,female
Nina Gordon,female
Tony Terry,male
Lil Xan,male
Alexi Murdoch,male
Diana King,female
Toya,female
Tracy Nelson,female
Zaytoven,male
Jerry Douglas,male
V V Brown,female
Trey Lorenz,male
John Travolta,male
Boyd Tinsley,male
Roky Erickson With Okkervil River,male
Twila Paris,female
Dave Navarro,male
Denise Lopez,female
Jeremy Jordan,male
Alan Parsons,male
Josh Thompson,male
Idris Muhammad,male
The Robbin Thompson Band,male
Tyler Hubbard,male
TOBACCO,male
Caron Wheeler,female
Uncle Sam,male
Matt Wertz,male
Matt Costa,male
Lori McKenna,female
Marié Digby,female
Diggy,male
Deluge,male
Nonchalant,female
Mac Mall,male
Don Dokken,male
Charlene,female
Lil Mama,female
Phife Dawg,male
Debra Laws,female
William Michael Morgan,male
Dexter Wansel,male
Randy VanWarmer,male
Jay Reatard,male
Diesel,male
Rachel Platten,female
Lee Roy Parnell,male
Chuck Brown,male
Brian Littrell,male
"Franco ""El Gorilla""",male
Heidi Newfield,female
Joan Rivers,female
How To Dress Well,male
Jayo Felony,male
Matt Morris,male
Luke Hemmings,male
Susanna Hoffs,female
Kellie Coffey,female
Gene Chandler,male
Rachel Proctor,female
Sarah Kelly,female
Charlie Dore,female
John Waller,male
Lucy Woodward,female
Rosemary Clooney,female
David Laflamme,male
Collette Smith,female
Gary Morris,male
Kristy Lee Cook,female
Sadat X,male
Dottie West,female
Dionne Farris,female
Cliff Richard,male
Freddie King,male
Shirley Brown,female
Youth Lagoon,male
Jaco Pastorius,male
Billy Bragg,male
Glenn Lewis,male
Pepe Aguilar,male
YBN Nahmir,male
Yael Naim,female
Himesh Patel,male
Chad Brock,male
PeeWee,male
Rockie Robbins,male
Mickey Gilley,male
Perfect Stranger,male
Justin Nozuka,male
Yusef Lateef,male
Zendaya,female
John Popper,male
LOONA,female
NATTI NATASHA,female
mike.,male
